rank,title,price,original_price,discount,release_date,tags,review_score,review_count,app_id,url,image_url,price_numeric,original_price_numeric,review_score_numeric
16,War Thunder,N/A,N/A,0,"Aug 15, 2013",[],Mostly Positive,73,236390,https://store.steampowered.com/app/236390/War_Thunder/?snr=1_7_7_230_150_1,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/236390/06145bbd917ad7e52f2874a529f2a46119b991a4/capsule_sm_120.jpg?t=1746626432,0,0,6
17,NBA 2K25,N/A,N/A,0,"Oct 28, 2024",[],Mixed,59,2878980,https://store.steampowered.com/app/2878980/NBA_2K25/?snr=1_7_7_230_150_1,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2878980/capsule_sm_120.jpg?t=1747407792,0,0,5
18,Baldur's Gate 3,N/A,N/A,0,"Aug 3, 2023",[],Overwhelmingly Positive,96,1086940,https://store.steampowered.com/app/1086940/Baldurs_Gate_3/?snr=1_7_7_230_150_1,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1086940/3dd81008e9c385caf68152450c22353f6a8abec9/capsule_sm_120.jpg?t=1748346026,0,0,10
19,ELDEN RING,N/A,N/A,0,"Feb 24, 2022",[],Very Positive,92,1245620,https://store.steampowered.com/app/1245620/ELDEN_RING/?snr=1_7_7_230_150_1,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1245620/capsule_sm_120.jpg?t=1748630546,0,0,8
20,FANTASY LIFE i: The Girl Who Steals Time,N/A,N/A,0,"May 21, 2025",[],Very Positive,92,2993780,https://store.steampowered.com/app/2993780/FANTASY_LIFE_i_The_Girl_Who_Steals_Time/?snr=1_7_7_230_150_1,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2993780/2422e5002173254993773f9d064be155a921736f/capsule_sm_120.jpg?t=1748422477,0,0,8
21,Rune Factory: Guardians of Azuma,N/A,N/A,0,"Jun 4, 2025",[],Very Positive,85,2864560,https://store.steampowered.com/app/2864560/Rune_Factory_Guardians_of_Azuma/?snr=1_7_7_230_150_1,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2864560/3fe915a5095f483da2b079ac8f73d74610f7588c/capsule_sm_120.jpg?t=1749238872,0,0,8
22,Tom Clancy's Rainbow Six® Siege,N/A,N/A,0,"Dec 1, 2015",[],Very Positive,84,359550,https://store.steampowered.com/app/359550/Tom_Clancys_Rainbow_Six_Siege/?snr=1_7_7_230_150_1,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/359550/capsule_sm_120.jpg?t=1742315874,0,0,8
23,Tainted Grail: The Fall of Avalon,N/A,N/A,0,"May 23, 2025",[],Very Positive,87,1466060,https://store.steampowered.com/app/1466060/Tainted_Grail_The_Fall_of_Avalon/?snr=1_7_7_230_150_1,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1466060/capsule_sm_120.jpg?t=1748644538,0,0,8
24,Once Human,N/A,N/A,0,"Jul 9, 2024",[],Mostly Positive,74,2139460,https://store.steampowered.com/app/2139460/Once_Human/?snr=1_7_7_230_150_1,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2139460/b0f3073993103b4d21e4f60a6605ea0db72fd238/capsule_sm_120.jpg?t=1747964737,0,0,6
25,Fallout 76,N/A,N/A,0,"Apr 14, 2020",[],Mostly Positive,75,1151340,https://store.steampowered.com/app/1151340/Fallout_76/?snr=1_7_7_230_150_1,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1151340/9fafce9a7ffd86523c6c3b4dbd755249a8538592/capsule_sm_120.jpg?t=1748970930,0,0,6
